Population,YearCollected,DayCollected,ChillingTime,Germinated
8,2005,230,8,Y
8,2005,230,8,Y
8,2005,230,8,Y
8,2005,230,8,N
8,2005,230,8,N
8,2005,230,8,N
8,2005,230,8,N
8,2005,230,8,N
8,2005,230,8,N
8,2005,230,8,N
10,2008,198,8,Y
10,2008,198,8,Y
10,2008,198,8,Y
10,2008,198,8,Y
10,2008,198,8,Y
10,2008,198,8,Y
10,2008,198,8,Y
10,2008,198,8,Y
10,2008,198,8,Y
10,2008,198,8,N
3,2009,164,8,Y
3,2009,164,8,Y
3,2009,164,8,Y
3,2009,164,8,Y
3,2009,164,8,Y
3,2009,164,8,Y
3,2009,164,8,Y
3,2009,164,8,Y
3,2009,164,8,Y
3,2009,164,8,Y
11,2008,202,8,Y
11,2008,202,8,Y
11,2008,202,8,Y
11,2008,202,8,Y
11,2008,202,8,Y
11,2008,202,8,N
11,2008,202,8,N
11,2008,202,8,N
11,2008,202,8,N
11,2008,202,8,N
1,2007,138,8,Y
1,2007,138,8,Y
1,2007,138,8,Y
1,2007,138,8,Y
1,2007,138,8,Y
1,2007,138,8,Y
1,2007,138,8,Y
1,2007,138,8,Y
1,2007,138,8,Y
1,2007,138,8,N
12,2009,267,8,N
12,2009,267,8,N
12,2009,267,8,N
12,2009,267,8,N
12,2009,267,8,N
12,2009,267,8,N
12,2009,267,8,N
12,2009,267,8,N
12,2009,267,8,N
12,2009,267,8,N
2,2006,191,8,Y
2,2006,191,8,Y
2,2006,191,8,Y
2,2006,191,8,Y
2,2006,191,8,Y
2,2006,191,8,Y
2,2006,191,8,Y
2,2006,191,8,Y
2,2006,191,8,N
2,2006,191,8,N
4,2009,162,8,Y
4,2009,162,8,Y
4,2009,162,8,Y
4,2009,162,8,Y
4,2009,162,8,Y
4,2009,162,8,Y
4,2009,162,8,Y
4,2009,162,8,N
4,2009,162,8,N
4,2009,162,8,N
7,2008,204,8,Y
7,2008,204,8,Y
7,2008,204,8,Y
7,2008,204,8,Y
7,2008,204,8,N
7,2008,204,8,N
7,2008,204,8,N
7,2008,204,8,N
7,2008,204,8,N
7,2008,204,8,N
7,2008,204,10,Y
7,2008,204,10,Y
7,2008,204,10,Y
7,2008,204,10,Y
7,2008,204,10,Y
7,2008,204,10,Y
7,2008,204,10,Y
7,2008,204,10,Y
7,2008,204,10,Y
7,2008,204,10,N
5,2009,161,10,Y
5,2009,161,10,Y
5,2009,161,10,Y
5,2009,161,10,Y
5,2009,161,10,Y
5,2009,161,10,Y
5,2009,161,10,N
5,2009,161,10,N
5,2009,161,10,N
5,2009,161,10,N
10,2008,198,10,Y
10,2008,198,10,Y
10,2008,198,10,Y
10,2008,198,10,Y
10,2008,198,10,Y
10,2008,198,10,Y
10,2008,198,10,Y
10,2008,198,10,N
10,2008,198,10,N
10,2008,198,10,N
9,2008,203,10,Y
9,2008,203,10,Y
9,2008,203,10,Y
9,2008,203,10,Y
9,2008,203,10,Y
9,2008,203,10,N
9,2008,203,10,N
9,2008,203,10,N
9,2008,203,10,N
9,2008,203,10,N
2,2006,191,10,Y
2,2006,191,10,Y
2,2006,191,10,Y
2,2006,191,10,Y
2,2006,191,10,Y
2,2006,191,10,Y
2,2006,191,10,Y
2,2006,191,10,Y
2,2006,191,10,N
2,2006,191,10,N
4,2009,162,10,Y
4,2009,162,10,Y
4,2009,162,10,Y
4,2009,162,10,Y
4,2009,162,10,Y
4,2009,162,10,Y
4,2009,162,10,Y
4,2009,162,10,Y
4,2009,162,10,N
4,2009,162,10,N
11,2008,202,10,Y
11,2008,202,10,Y
11,2008,202,10,Y
11,2008,202,10,Y
11,2008,202,10,Y
11,2008,202,10,Y
11,2008,202,10,Y
11,2008,202,10,Y
11,2008,202,10,N
11,2008,202,10,N
6,2008,204,10,Y
6,2008,204,10,Y
6,2008,204,10,Y
6,2008,204,10,Y
6,2008,204,10,Y
6,2008,204,10,Y
6,2008,204,10,Y
6,2008,204,10,Y
6,2008,204,10,N
6,2008,204,10,N
12,2009,267,10,N
12,2009,267,10,N
12,2009,267,10,N
12,2009,267,10,N
12,2009,267,10,N
12,2009,267,10,N
12,2009,267,10,N
12,2009,267,10,N
12,2009,267,10,N
12,2009,267,10,N
8,2005,230,10,Y
8,2005,230,10,Y
8,2005,230,10,Y
8,2005,230,10,N
8,2005,230,10,N
8,2005,230,10,N
8,2005,230,10,N
8,2005,230,10,N
8,2005,230,10,N
8,2005,230,10,N
3,2009,164,10,Y
3,2009,164,10,Y
3,2009,164,10,Y
3,2009,164,10,Y
3,2009,164,10,Y
3,2009,164,10,Y
3,2009,164,10,Y
3,2009,164,10,N
3,2009,164,10,N
3,2009,164,10,N
1,2007,138,10,Y
1,2007,138,10,Y
1,2007,138,10,Y
1,2007,138,10,Y
1,2007,138,10,Y
1,2007,138,10,Y
1,2007,138,10,Y
1,2007,138,10,Y
1,2007,138,10,Y
1,2007,138,10,N
1,2007,138,10,Y
1,2007,138,10,Y
1,2007,138,10,Y
1,2007,138,10,Y
1,2007,138,10,Y
1,2007,138,10,Y
1,2007,138,10,Y
1,2007,138,10,Y
1,2007,138,10,Y
1,2007,138,10,Y
6,2008,204,10,Y
6,2008,204,10,Y
6,2008,204,10,Y
6,2008,204,10,Y
6,2008,204,10,Y
6,2008,204,10,Y
6,2008,204,10,Y
6,2008,204,10,Y
6,2008,204,10,Y
6,2008,204,10,N
3,2009,164,10,Y
3,2009,164,10,Y
3,2009,164,10,Y
3,2009,164,10,Y
3,2009,164,10,Y
3,2009,164,10,Y
3,2009,164,10,Y
3,2009,164,10,Y
3,2009,164,10,Y
3,2009,164,10,Y
2,2006,191,10,Y
2,2006,191,10,Y
2,2006,191,10,Y
2,2006,191,10,Y
2,2006,191,10,Y
2,2006,191,10,Y
2,2006,191,10,Y
2,2006,191,10,Y
2,2006,191,10,Y
2,2006,191,10,N
8,2005,230,10,Y
8,2005,230,10,Y
8,2005,230,10,Y
8,2005,230,10,N
8,2005,230,10,N
8,2005,230,10,N
8,2005,230,10,N
8,2005,230,10,N
8,2005,230,10,N
8,2005,230,10,N
5,2009,161,10,Y
5,2009,161,10,Y
5,2009,161,10,Y
5,2009,161,10,Y
5,2009,161,10,Y
5,2009,161,10,N
5,2009,161,10,N
5,2009,161,10,N
5,2009,161,10,N
5,2009,161,10,N
7,2008,204,10,Y
7,2008,204,10,Y
7,2008,204,10,Y
7,2008,204,10,Y
7,2008,204,10,Y
7,2008,204,10,Y
7,2008,204,10,Y
7,2008,204,10,Y
7,2008,204,10,Y
7,2008,204,10,Y
12,2009,267,10,N
12,2009,267,10,N
12,2009,267,10,N
12,2009,267,10,N
12,2009,267,10,N
12,2009,267,10,N
12,2009,267,10,N
12,2009,267,10,N
12,2009,267,10,N
12,2009,267,10,N
10,2008,198,10,Y
10,2008,198,10,Y
10,2008,198,10,Y
10,2008,198,10,Y
10,2008,198,10,Y
10,2008,198,10,Y
10,2008,198,10,Y
10,2008,198,10,Y
10,2008,198,10,Y
10,2008,198,10,N
4,2009,162,10,Y
4,2009,162,10,Y
4,2009,162,10,Y
4,2009,162,10,Y
4,2009,162,10,Y
4,2009,162,10,Y
4,2009,162,10,Y
4,2009,162,10,Y
4,2009,162,10,Y
4,2009,162,10,Y
9,2008,203,10,Y
9,2008,203,10,Y
9,2008,203,10,Y
9,2008,203,10,Y
9,2008,203,10,Y
9,2008,203,10,Y
9,2008,203,10,Y
9,2008,203,10,Y
9,2008,203,10,N
9,2008,203,10,N
11,2008,202,10,Y
11,2008,202,10,Y
11,2008,202,10,Y
11,2008,202,10,Y
11,2008,202,10,Y
11,2008,202,10,Y
11,2008,202,10,Y
11,2008,202,10,Y
11,2008,202,10,Y
11,2008,202,10,N
7,2008,204,10,Y
7,2008,204,10,Y
7,2008,204,10,Y
7,2008,204,10,Y
7,2008,204,10,Y
7,2008,204,10,Y
7,2008,204,10,N
7,2008,204,10,N
7,2008,204,10,N
7,2008,204,10,N
9,2008,203,10,Y
9,2008,203,10,Y
9,2008,203,10,Y
9,2008,203,10,Y
9,2008,203,10,Y
9,2008,203,10,N
9,2008,203,10,N
9,2008,203,10,N
9,2008,203,10,N
9,2008,203,10,N
10,2008,198,10,Y
10,2008,198,10,Y
10,2008,198,10,Y
10,2008,198,10,Y
10,2008,198,10,Y
10,2008,198,10,Y
10,2008,198,10,Y
10,2008,198,10,Y
10,2008,198,10,Y
10,2008,198,10,Y
11,2008,202,10,Y
11,2008,202,10,Y
11,2008,202,10,Y
11,2008,202,10,Y
11,2008,202,10,Y
11,2008,202,10,Y
11,2008,202,10,Y
11,2008,202,10,Y
11,2008,202,10,N
11,2008,202,10,N
8,2005,230,10,Y
8,2005,230,10,Y
8,2005,230,10,Y
8,2005,230,10,N
8,2005,230,10,N
8,2005,230,10,N
8,2005,230,10,N
8,2005,230,10,N
8,2005,230,10,N
8,2005,230,10,N
4,2009,162,10,Y
4,2009,162,10,Y
4,2009,162,10,Y
4,2009,162,10,Y
4,2009,162,10,Y
4,2009,162,10,Y
4,2009,162,10,Y
4,2009,162,10,Y
4,2009,162,10,Y
4,2009,162,10,N
6,2008,204,10,Y
6,2008,204,10,Y
6,2008,204,10,Y
6,2008,204,10,Y
6,2008,204,10,Y
6,2008,204,10,Y
6,2008,204,10,Y
6,2008,204,10,N
6,2008,204,10,N
6,2008,204,10,N
1,2007,138,10,Y
1,2007,138,10,Y
1,2007,138,10,Y
1,2007,138,10,Y
1,2007,138,10,Y
1,2007,138,10,Y
1,2007,138,10,Y
1,2007,138,10,Y
1,2007,138,10,Y
1,2007,138,10,Y
5,2009,161,10,Y
5,2009,161,10,Y
5,2009,161,10,Y
5,2009,161,10,Y
5,2009,161,10,Y
5,2009,161,10,Y
5,2009,161,10,N
5,2009,161,10,N
5,2009,161,10,N
5,2009,161,10,N
3,2009,164,10,Y
3,2009,164,10,Y
3,2009,164,10,Y
3,2009,164,10,Y
3,2009,164,10,Y
3,2009,164,10,Y
3,2009,164,10,Y
3,2009,164,10,Y
3,2009,164,10,Y
3,2009,164,10,Y
12,2009,267,10,N
12,2009,267,10,N
12,2009,267,10,N
12,2009,267,10,N
12,2009,267,10,N
12,2009,267,10,N
12,2009,267,10,N
12,2009,267,10,N
12,2009,267,10,N
12,2009,267,10,N
2,2006,191,10,Y
2,2006,191,10,Y
2,2006,191,10,Y
2,2006,191,10,Y
2,2006,191,10,Y
2,2006,191,10,Y
2,2006,191,10,Y
2,2006,191,10,Y
2,2006,191,10,Y
2,2006,191,10,Y
11,2008,202,12,Y
11,2008,202,12,Y
11,2008,202,12,Y
11,2008,202,12,Y
11,2008,202,12,Y
11,2008,202,12,Y
11,2008,202,12,Y
11,2008,202,12,N
11,2008,202,12,N
11,2008,202,12,N
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,N
3,2009,164,12,N
8,2005,230,12,Y
8,2005,230,12,N
8,2005,230,12,N
8,2005,230,12,N
8,2005,230,12,N
8,2005,230,12,N
8,2005,230,12,N
8,2005,230,12,N
8,2005,230,12,N
8,2005,230,12,N
6,2008,204,12,Y
6,2008,204,12,Y
6,2008,204,12,Y
6,2008,204,12,Y
6,2008,204,12,Y
6,2008,204,12,Y
6,2008,204,12,N
6,2008,204,12,N
6,2008,204,12,N
6,2008,204,12,N
2,2006,191,12,Y
2,2006,191,12,Y
2,2006,191,12,Y
2,2006,191,12,Y
2,2006,191,12,Y
2,2006,191,12,Y
2,2006,191,12,Y
2,2006,191,12,Y
2,2006,191,12,N
2,2006,191,12,N
9,2008,203,12,Y
9,2008,203,12,Y
9,2008,203,12,Y
9,2008,203,12,Y
9,2008,203,12,Y
9,2008,203,12,Y
9,2008,203,12,Y
9,2008,203,12,Y
9,2008,203,12,Y
9,2008,203,12,N
5,2009,161,12,Y
5,2009,161,12,Y
5,2009,161,12,Y
5,2009,161,12,Y
5,2009,161,12,N
5,2009,161,12,N
5,2009,161,12,N
5,2009,161,12,N
5,2009,161,12,N
5,2009,161,12,N
4,2009,162,12,Y
4,2009,162,12,Y
4,2009,162,12,Y
4,2009,162,12,Y
4,2009,162,12,Y
4,2009,162,12,Y
4,2009,162,12,Y
4,2009,162,12,Y
4,2009,162,12,N
4,2009,162,12,N
7,2008,204,12,Y
7,2008,204,12,Y
7,2008,204,12,Y
7,2008,204,12,Y
7,2008,204,12,Y
7,2008,204,12,N
7,2008,204,12,N
7,2008,204,12,N
7,2008,204,12,N
7,2008,204,12,N
10,2008,198,12,Y
10,2008,198,12,Y
10,2008,198,12,Y
10,2008,198,12,Y
10,2008,198,12,Y
10,2008,198,12,Y
10,2008,198,12,Y
10,2008,198,12,Y
10,2008,198,12,Y
10,2008,198,12,Y
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,N
3,2009,164,12,N
6,2008,204,12,Y
6,2008,204,12,Y
6,2008,204,12,Y
6,2008,204,12,Y
6,2008,204,12,Y
6,2008,204,12,Y
6,2008,204,12,N
6,2008,204,12,N
6,2008,204,12,N
6,2008,204,12,N
4,2009,162,12,Y
4,2009,162,12,Y
4,2009,162,12,Y
4,2009,162,12,Y
4,2009,162,12,Y
4,2009,162,12,Y
4,2009,162,12,Y
4,2009,162,12,Y
4,2009,162,12,N
4,2009,162,12,N
11,2008,202,12,Y
11,2008,202,12,Y
11,2008,202,12,Y
11,2008,202,12,Y
11,2008,202,12,N
11,2008,202,12,N
11,2008,202,12,N
11,2008,202,12,N
11,2008,202,12,N
11,2008,202,12,N
5,2009,161,12,Y
5,2009,161,12,Y
5,2009,161,12,Y
5,2009,161,12,Y
5,2009,161,12,Y
5,2009,161,12,Y
5,2009,161,12,Y
5,2009,161,12,N
5,2009,161,12,N
5,2009,161,12,N
10,2008,198,12,Y
10,2008,198,12,Y
10,2008,198,12,Y
10,2008,198,12,Y
10,2008,198,12,Y
10,2008,198,12,Y
10,2008,198,12,Y
10,2008,198,12,Y
10,2008,198,12,Y
10,2008,198,12,Y
8,2005,230,12,Y
8,2005,230,12,Y
8,2005,230,12,Y
8,2005,230,12,Y
8,2005,230,12,N
8,2005,230,12,N
8,2005,230,12,N
8,2005,230,12,N
8,2005,230,12,N
8,2005,230,12,N
2,2006,191,12,Y
2,2006,191,12,Y
2,2006,191,12,Y
2,2006,191,12,Y
2,2006,191,12,Y
2,2006,191,12,Y
2,2006,191,12,Y
2,2006,191,12,Y
2,2006,191,12,Y
2,2006,191,12,Y
9,2008,203,12,Y
9,2008,203,12,N
9,2008,203,12,N
9,2008,203,12,N
9,2008,203,12,N
9,2008,203,12,N
9,2008,203,12,N
9,2008,203,12,N
9,2008,203,12,N
9,2008,203,12,N
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,N
1,2007,138,12,N
7,2008,204,12,Y
7,2008,204,12,Y
7,2008,204,12,Y
7,2008,204,12,Y
7,2008,204,12,Y
7,2008,204,12,Y
7,2008,204,12,Y
7,2008,204,12,N
7,2008,204,12,N
7,2008,204,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
8,2005,230,12,Y
8,2005,230,12,Y
8,2005,230,12,Y
8,2005,230,12,Y
8,2005,230,12,N
8,2005,230,12,N
8,2005,230,12,N
8,2005,230,12,N
8,2005,230,12,N
8,2005,230,12,N
6,2008,204,12,Y
6,2008,204,12,Y
6,2008,204,12,Y
6,2008,204,12,Y
6,2008,204,12,Y
6,2008,204,12,Y
6,2008,204,12,Y
6,2008,204,12,Y
6,2008,204,12,N
6,2008,204,12,N
10,2008,198,12,Y
10,2008,198,12,Y
10,2008,198,12,Y
10,2008,198,12,Y
10,2008,198,12,Y
10,2008,198,12,N
10,2008,198,12,N
10,2008,198,12,N
10,2008,198,12,N
10,2008,198,12,N
11,2008,202,12,Y
11,2008,202,12,Y
11,2008,202,12,Y
11,2008,202,12,N
11,2008,202,12,N
11,2008,202,12,N
11,2008,202,12,N
11,2008,202,12,N
11,2008,202,12,N
11,2008,202,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
9,2008,203,12,Y
9,2008,203,12,Y
9,2008,203,12,Y
9,2008,203,12,Y
9,2008,203,12,Y
9,2008,203,12,Y
9,2008,203,12,Y
9,2008,203,12,Y
9,2008,203,12,N
9,2008,203,12,N
5,2009,161,12,Y
5,2009,161,12,Y
5,2009,161,12,Y
5,2009,161,12,Y
5,2009,161,12,N
5,2009,161,12,N
5,2009,161,12,N
5,2009,161,12,N
5,2009,161,12,N
5,2009,161,12,N
2,2006,191,12,Y
2,2006,191,12,Y
2,2006,191,12,Y
2,2006,191,12,Y
2,2006,191,12,Y
2,2006,191,12,Y
2,2006,191,12,Y
2,2006,191,12,N
2,2006,191,12,N
2,2006,191,12,N
7,2008,204,12,Y
7,2008,204,12,Y
7,2008,204,12,Y
7,2008,204,12,Y
7,2008,204,12,Y
7,2008,204,12,Y
7,2008,204,12,Y
7,2008,204,12,Y
7,2008,204,12,N
7,2008,204,12,N
4,2009,162,12,Y
4,2009,162,12,Y
4,2009,162,12,Y
4,2009,162,12,Y
4,2009,162,12,Y
4,2009,162,12,Y
4,2009,162,12,N
4,2009,162,12,N
4,2009,162,12,N
4,2009,162,12,N
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,N
